0.00000	0.03684	0.03684	0.03684	-0.052633	-0.007897	-0.131867	0.260524	0.126314	-0.007897	0.081577	-0.007897	0.215787	0.17105	-0.007897	0.03684	0.126314	-0.007897	-0.007897	0.081577	0.03684	0.260524	0.138355	0.126314	0.081577	-0.052633	0.17105	0.295296	0.03684	0.17105	0.126314	0.394734	0.386392	0.305261	0.081577	0.260524	0.394734	0.439471	0.349997	0.081577	0.236266	0.436897	0.215787	0.17491	0.126314	-0.007897	0.215787	0.03684	0.260524	0.260524	0.081577	0.03684	0.081577	0.081577	0.305261	0.081577	0.051407	0.20693	0.126314	0.215787	0.305261	0.081577	0.126314	0.305261
0.03684	0.00000	0.03684	0.126314	-0.052633	-0.142107	-0.070512	0.081577	-0.052633	-0.09737	0.03684	-0.007897	0.17105	0.03684	0.03684	0.215787	0.081577	-0.142107	0.03684	-0.09737	-0.052633	0.260524	0.138355	-0.052633	0.03684	-0.007897	0.17105	0.472029	-0.007897	0.215787	0.126314	0.305261	0.386392	0.305261	0.081577	0.215787	0.260524	0.349997	0.126314	0.081577	0.236266	0.436897	0.126314	0.236266	0.126314	0.03684	0.215787	0.17105	0.260524	0.349997	0.215787	0.17105	0.17105	0.081577	0.349997	0.126314	-0.086445	0.20693	0.03684	0.126314	0.305261	0.081577	0.081577	0.215787
0.03684	0.03684	0.00000	0.17105	-0.142107	-0.007897	-0.070512	0.126314	0.126314	0.126314	-0.186843	-0.052633	0.215787	-0.052633	-0.142107	0.03684	-0.09737	0.081577	0.126314	-0.09737	-0.052633	0.081577	0.138355	0.081577	-0.052633	-0.142107	-0.052633	0.383662	-0.09737	0.215787	0.03684	0.260524	0.386392	0.03684	0.081577	0.215787	0.260524	0.17105	0.215787	0.03684	0.236266	0.249518	0.17105	0.236266	0.126314	-0.09737	0.126314	0.081577	0.126314	0.126314	0.215787	-0.052633	0.03684	0.215787	0.260524	-0.052633	0.051407	-0.058169	0.03684	0.081577	0.260524	0.081577	-0.052633	0.081577
0.03684	0.126314	0.17105	0.00000	-0.007897	-0.052633	0.236266	-0.007897	0.17105	0.081577	0.081577	0.126314	0.215787	0.349997	0.081577	0.126314	0.03684	0.03684	-0.052633	0.215787	-0.007897	0.439471	-0.093774	-0.007897	0.126314	0.126314	0.03684	-0.058169	0.03684	-0.007897	-0.007897	0.260524	-0.246745	0.126314	0.03684	-0.052633	0.260524	0.349997	0.126314	0.03684	0.052199	0.436897	0.03684	-0.009156	-0.007897	0.305261	-0.007897	0.081577	0.17105	0.260524	-0.142107	0.215787	-0.007897	0.081577	0.260524	0.126314	0.32711	-0.058169	-0.007897	0.215787	0.215787	-0.052633	0.126314	-0.007897
-0.052633	-0.052633	-0.142107	-0.007897	0.00000	-0.007897	-0.131867	-0.052633	0.03684	0.081577	-0.052633	0.03684	0.081577	0.17105	-0.09737	-0.052633	-0.09737	0.03684	-0.007897	-0.09737	-0.09737	0.215787	0.080322	-0.052633	-0.09737	-0.09737	-0.142107	0.030197	-0.186843	0.081577	0.03684	0.215787	-0.120118	0.081577	0.03684	0.17105	0.17105	0.215787	0.081577	-0.007897	-0.009156	0.155828	0.126314	-0.009156	-0.09737	-0.007897	0.03684	-0.09737	0.081577	0.17105	0.081577	0.03684	-0.052633	0.081577	0.126314	0.03684	-0.086445	-0.234902	-0.007897	0.126314	0.17105	0.03684	0.081577	0.03684
-0.007897	-0.142107	-0.007897	-0.052633	-0.007897	0.00000	0.113555	0.17105	0.126314	-0.007897	-0.007897	-0.007897	0.215787	-0.007897	0.03684	0.260524	-0.142107	-0.09737	-0.007897	0.081577	-0.09737	0.215787	0.02229	0.081577	-0.007897	-0.052633	0.17105	0.295296	0.03684	0.081577	0.081577	0.439471	0.386392	0.215787	0.03684	0.03684	0.349997	0.528944	0.081577	0.126314	0.236266	0.624277	0.081577	0.113555	0.17105	0.17105	0.126314	0.081577	0.260524	0.17105	0.081577	0.03684	0.081577	-0.052633	0.305261	0.17105	0.464962	0.118564	-0.007897	0.17105	0.260524	-0.007897	-0.007897	0.17105
-0.131867	-0.070512	-0.070512	0.236266	-0.131867	0.113555	0.00000	0.17491	-0.131867	-0.070512	-0.131867	-0.009156	0.297621	-0.070512	-0.070512	-0.193223	-0.009156	0.113555	0.113555	-0.254578	-0.131867	0.236266	0.062121	-0.070512	0.052199	-0.070512	-0.070512	0.030197	-0.070512	0.17491	0.236266	0.113555	0.00651	0.236266	0.236266	0.358977	0.297621	0.236266	0.358977	-0.009156	0.17491	0.155828	0.297621	0.17491	0.113555	-0.131867	0.236266	-0.070512	-0.009156	0.052199	0.297621	-0.070512	-0.070512	0.17491	0.052199	0.052199	-0.362149	0.030197	0.113555	0.113555	0.236266	0.052199	0.17491	0.17491
0.260524	0.081577	0.126314	-0.007897	-0.052633	0.17105	0.17491	0.00000	0.03684	0.126314	-0.142107	0.215787	0.260524	0.439471	0.081577	0.03684	0.17105	0.215787	0.126314	0.03684	-0.052633	0.528944	0.02229	-0.052633	0.126314	0.260524	-0.052633	-0.234902	-0.052633	0.081577	-0.142107	-0.052633	-0.373373	0.126314	0.126314	0.03684	0.17105	0.17105	0.126314	0.126314	-0.070512	0.155828	0.126314	-0.009156	-0.142107	0.260524	-0.007897	-0.007897	-0.007897	0.260524	0.081577	0.305261	-0.052633	0.215787	0.03684	0.081577	0.189259	-0.058169	0.081577	0.215787	0.215787	0.081577	0.305261	-0.09737
0.126314	-0.052633	0.126314	0.17105	0.03684	0.126314	-0.131867	0.03684	0.00000	-0.052633	0.03684	0.03684	0.17105	0.17105	0.126314	0.126314	0.17105	0.215787	0.03684	-0.09737	-0.007897	0.484207	0.080322	-0.007897	0.215787	0.081577	0.17105	0.20693	0.03684	0.17105	0.17105	0.126314	0.00651	0.260524	0.081577	0.305261	0.215787	0.17105	0.215787	0.081577	0.113555	0.062138	0.215787	0.236266	0.03684	-0.052633	0.215787	0.081577	0.081577	0.305261	0.305261	0.215787	0.126314	0.260524	0.17105	0.126314	-0.224297	-0.058169	0.215787	0.17105	0.260524	0.081577	0.349997	0.126314
-0.007897	-0.09737	0.126314	0.081577	0.081577	-0.007897	-0.070512	0.126314	-0.052633	0.00000	0.03684	0.081577	0.349997	0.17105	0.081577	0.126314	0.17105	0.081577	0.081577	-0.142107	-0.09737	0.439471	0.02229	0.03684	0.349997	0.03684	0.17105	0.383662	0.126314	0.126314	0.394734	0.260524	0.259765	0.484207	0.215787	0.260524	0.439471	0.439471	0.349997	0.17105	0.17491	0.343208	0.305261	0.420332	0.126314	0.03684	0.260524	0.215787	0.17105	0.394734	0.17105	0.215787	0.126314	0.17105	0.260524	0.17105	-0.086445	0.20693	0.215787	0.260524	0.305261	0.03684	0.305261	0.215787
0.081577	0.03684	-0.186843	0.081577	-0.052633	-0.007897	-0.131867	-0.142107	0.03684	0.03684	0.00000	0.081577	0.215787	0.081577	-0.007897	-0.142107	-0.007897	0.081577	0.215787	-0.186843	-0.186843	0.260524	0.02229	-0.142107	-0.007897	0.081577	-0.186843	-0.234902	-0.09737	0.081577	-0.007897	0.03684	-0.246745	0.03684	0.081577	0.17105	0.126314	0.126314	0.081577	0.03684	0.052199	0.155828	0.126314	-0.009156	-0.052633	0.126314	-0.007897	-0.142107	-0.007897	-0.007897	0.17105	0.081577	-0.142107	0.17105	-0.007897	0.03684	0.051407	-0.058169	-0.007897	0.081577	0.215787	0.03684	0.126314	-0.007897
