0.00000	0.290319	0.472701	0.411907	0.472701	0.290319	0.351113	-0.074444	0.168731	0.411907	0.168731	0.229525	0.290319	0.290319	0.472701	0.229525	0.351113	0.107938	0.351113	0.290319	0.11913	0.290319	0.364406	0.256355	0.347258	0.040254	0.384471	0.411907	0.364406	0.333463	0.290319	0.207577	0.594288	0.533494	0.207577	0.364406	0.229525	0.402918	0.325624	0.333463	0.207577	0.561366	0.162159	0.472457	0.296024	0.125097	0.364406	-0.205708	0.168731	0.351113	0.229525
0.290319	0.00000	0.107938	-0.061884	0.428006	0.113363	0.067115	0.069551	0.168731	0.273339	0.067115	0.157174	0.200986	0.229525	0.351113	0.113363	0.157174	0.107938	0.244797	0.113363	0.207577	0.069551	0.040254	0.256355	0.135443	0.148305	0.384471	0.351113	0.364406	0.194552	0.113363	0.207577	0.069551	0.351113	-0.057765	0.472457	0.157174	0.333463	0.160499	0.194552	0.11913	0.296024	0.235732	0.688559	0.11913	0.134183	0.364406	0.162159	0.107938	0.351113	0.229525
0.472701	0.107938	0.00000	0.047144	0.229525	0.290319	0.229525	0.290319	0.047144	0.290319	0.107938	0.047144	0.168731	-0.01365	0.290319	0.229525	0.168731	0.229525	0.168731	-0.01365	0.11913	0.168731	0.040254	0.364406	0.064839	0.256355	0.296024	0.472701	0.472457	-0.013814	-0.01365	0.11913	-0.01365	0.107938	0.030683	0.256355	0.290319	0.333463	0.243061	0.194552	0.11913	-0.146212	0.456452	0.580508	-0.146212	0.333463	0.148305	0.309305	0.229525	0.411907	0.168731
0.411907	-0.061884	0.047144	0.00000	0.273339	-0.105696	0.324894	-0.105696	-0.01365	0.015559	0.015559	0.113363	0.157174	0.168731	0.351113	0.025739	-0.018072	0.047144	0.069551	0.113363	-0.057765	-0.018072	-0.175848	0.256355	-0.217581	0.148305	0.11913	0.229525	0.364406	-0.013814	-0.105696	0.030683	-0.105696	0.107938	-0.146212	0.256355	0.069551	0.194552	-0.087188	0.125097	0.11913	0.207577	0.235732	0.472457	0.11913	0.191836	-0.067797	0.235732	0.168731	0.229525	0.107938
0.472701	0.428006	0.229525	0.273339	0.00000	0.118671	0.428006	0.067115	0.107938	0.221783	0.118671	0.221783	-0.035997	0.168731	0.533494	0.170227	0.015559	0.168731	0.428006	0.221783	0.11913	0.118671	0.148305	0.148305	0.276653	0.256355	0.207577	0.229525	0.256355	0.402918	0.170227	-0.057765	0.531118	0.107938	0.030683	0.364406	0.324894	0.055642	0.325624	0.264007	0.11913	0.472918	0.309305	0.580508	0.207577	0.134183	0.256355	0.162159	0.351113	0.168731	0.107938
0.290319	0.113363	0.290319	-0.105696	0.118671	0.00000	0.067115	-0.149507	0.107938	-0.139109	-0.035997	0.069551	0.025739	0.107938	0.229525	0.025739	-0.061884	-0.074444	0.113363	0.200986	-0.057765	0.025739	-0.067797	0.040254	-0.005766	0.148305	0.207577	0.229525	0.148305	-0.013814	0.113363	0.030683	0.200986	0.168731	-0.057765	0.256355	0.025739	-0.083269	-0.087188	0.194552	0.030683	0.384471	0.235732	0.472457	0.11913	-0.038776	-0.067797	0.162159	0.107938	0.107938	0.168731
0.351113	0.067115	0.229525	0.324894	0.428006	0.067115	0.00000	0.221783	0.290319	0.273339	0.170227	0.221783	0.015559	0.229525	0.229525	0.324894	0.221783	-0.01365	0.479562	0.273339	0.11913	0.273339	-0.067797	0.040254	0.417863	0.040254	0.384471	0.472701	0.148305	0.125097	0.170227	0.296024	0.428006	0.411907	0.11913	0.256355	0.221783	0.125097	0.160499	0.055642	0.030683	0.207577	0.309305	0.256355	0.030683	-0.038776	0.148305	0.088585	0.168731	0.290319	0.229525
-0.074444	0.069551	0.290319	-0.105696	0.067115	-0.149507	0.221783	0.00000	-0.01365	0.067115	-0.035997	0.113363	0.069551	0.168731	0.351113	0.025739	0.025739	-0.074444	0.157174	0.069551	-0.146212	-0.061884	0.040254	0.040254	-0.005766	0.040254	0.11913	0.168731	0.148305	0.125097	0.025739	-0.057765	0.113363	0.168731	-0.057765	0.256355	0.025739	0.055642	-0.004626	0.125097	0.030683	0.384471	0.015012	0.472457	0.030683	-0.038776	0.040254	-0.058561	0.107938	0.107938	-0.01365
0.168731	0.168731	0.047144	-0.01365	0.107938	0.107938	0.290319	-0.01365	0.00000	0.168731	0.107938	0.229525	0.168731	0.229525	0.351113	0.168731	0.168731	-0.01365	0.229525	-0.074444	0.030683	0.229525	-0.175848	0.256355	-0.005766	0.148305	0.11913	0.351113	0.364406	0.055642	0.047144	0.030683	0.290319	0.168731	-0.146212	0.256355	-0.01365	0.264007	0.160499	0.055642	0.11913	0.207577	0.015012	0.472457	0.11913	0.125097	-0.067797	-0.058561	0.229525	0.351113	-0.01365
0.411907	0.273339	0.290319	0.015559	0.221783	-0.139109	0.273339	0.067115	0.168731	0.00000	0.221783	0.118671	0.118671	-0.01365	0.168731	0.118671	-0.035997	-0.074444	0.221783	0.221783	0.030683	0.118671	-0.067797	0.256355	-0.005766	0.148305	0.11913	0.168731	0.364406	0.125097	0.170227	0.207577	0.37645	0.107938	0.030683	0.256355	0.118671	-0.083269	0.077937	0.125097	-0.057765	0.296024	0.309305	0.256355	0.11913	0.07653	-0.175848	0.309305	0.168731	-0.074444	0.168731
0.168731	0.067115	0.107938	0.015559	0.118671	-0.035997	0.170227	-0.035997	0.107938	0.221783	0.00000	0.118671	0.015559	0.047144	0.168731	0.067115	0.067115	0.047144	0.067115	0.221783	0.030683	-0.190665	0.148305	0.040254	0.064839	0.040254	0.207577	0.351113	0.148305	0.055642	0.067115	0.030683	0.118671	0.290319	-0.057765	0.148305	0.118671	0.125097	-0.087188	0.264007	0.030683	0.384471	0.235732	0.256355	0.11913	-0.096429	0.148305	0.015012	0.047144	0.168731	0.107938
0.229525	0.157174	0.047144	0.113363	0.221783	0.069551	0.221783	0.113363	0.229525	0.118671	0.118671	0.00000	0.025739	0.047144	0.168731	0.157174	0.069551	-0.074444	0.200986	0.069551	0.11913	0.069551	0.040254	-0.067797	0.064839	0.148305	0.207577	0.107938	-0.067797	-0.083269	0.157174	-0.057765	0.288609	0.229525	0.030683	0.148305	0.025739	-0.013814	0.160499	0.125097	-0.057765	0.11913	0.235732	0.472457	-0.146212	0.134183	-0.067797	0.162159	0.047144	0.107938	0.168731
0.290319	0.200986	0.168731	0.157174	-0.035997	0.025739	0.015559	0.069551	0.168731	0.118671	0.015559	0.025739	0.00000	0.047144	0.168731	0.113363	-0.018072	-0.01365	0.200986	0.244797	0.11913	-0.018072	0.040254	-0.067797	0.135443	0.040254	0.030683	0.107938	0.148305	0.125097	0.025739	0.030683	0.332421	0.168731	0.030683	0.040254	-0.018072	0.055642	0.077937	0.194552	-0.146212	0.296024	0.088585	0.472457	0.030683	-0.038776	0.148305	0.088585	0.107938	0.047144	0.168731
0.290319	0.229525	-0.01365	0.168731	0.168731	0.107938	0.229525	0.168731	0.229525	-0.01365	0.047144	0.047144	0.047144	0.00000	0.229525	-0.01365	0.168731	0.107938	-0.074444	0.168731	0.11913	-0.01365	0.256355	0.364406	0.276653	0.040254	0.207577	0.290319	0.472457	0.194552	-0.074444	0.296024	0.290319	0.168731	0.207577	0.148305	0.290319	-0.013814	0.325624	0.264007	0.030683	0.384471	0.382878	-0.067797	0.207577	0.055642	0.256355	0.088585	0.168731	0.107938	0.107938
0.472701	0.351113	0.290319	0.351113	0.533494	0.229525	0.229525	0.351113	0.351113	0.168731	0.168731	0.168731	0.168731	0.229525	0.00000	0.290319	0.351113	0.290319	0.411907	0.168731	0.207577	0.351113	0.148305	0.256355	0.276653	0.148305	0.296024	0.533494	-0.067797	0.194552	0.168731	0.296024	0.472701	0.411907	0.11913	0.256355	0.168731	0.472373	0.408186	0.402918	0.11913	0.207577	0.382878	0.364406	0.11913	0.333463	0.148305	0.309305	0.411907	0.351113	0.290319
0.229525	0.113363	0.229525	0.025739	0.170227	0.025739	0.324894	0.025739	0.168731	0.118671	0.067115	0.157174	0.113363	-0.01365	0.290319	0.00000	-0.105696	0.107938	0.069551	0.069551	0.030683	0.157174	0.040254	0.148305	0.135443	0.040254	0.207577	0.168731	0.364406	0.194552	0.025739	0.030683	0.113363	-0.074444	0.030683	0.148305	0.244797	-0.152724	0.243061	0.125097	0.11913	0.207577	0.382878	0.256355	0.11913	0.07653	0.148305	0.162159	0.229525	0.107938	-0.074444
0.351113	0.157174	0.168731	-0.018072	0.015559	-0.061884	0.221783	0.025739	0.168731	-0.035997	0.067115	0.069551	-0.018072	0.168731	0.351113	-0.105696	0.00000	0.047144	0.200986	-0.018072	0.030683	-0.018072	0.040254	-0.067797	-0.076371	0.040254	0.11913	0.168731	0.148305	0.194552	0.025739	-0.146212	0.069551	-0.135238	-0.057765	0.256355	0.113363	-0.083269	-0.004626	-0.013814	-0.057765	0.207577	0.309305	0.472457	-0.057765	0.018877	0.148305	0.235732	0.107938	0.047144	-0.074444
0.107938	0.107938	0.229525	0.047144	0.168731	-0.074444	-0.01365	-0.074444	-0.01365	-0.074444	0.047144	-0.074444	-0.01365	0.107938	0.290319	0.107938	0.047144	0.00000	0.168731	0.107938	0.11913	0.047144	-0.175848	0.040254	0.135443	0.148305	0.207577	0.229525	0.148305	-0.013814	0.047144	0.030683	0.411907	0.229525	-0.057765	0.256355	-0.01365	0.055642	0.077937	0.055642	-0.057765	0.296024	0.088585	0.472457	0.030683	-0.222179	-0.067797	0.015012	0.107938	0.047144	0.047144
0.351113	0.244797	0.168731	0.069551	0.428006	0.113363	0.479562	0.157174	0.229525	0.221783	0.067115	0.200986	0.200986	-0.074444	0.411907	0.069551	0.200986	0.168731	0.00000	0.332421	0.384471	0.069551	0.148305	0.472457	0.276653	0.148305	0.296024	0.351113	0.580508	0.194552	0.113363	0.296024	0.244797	0.290319	0.11913	0.256355	0.200986	0.194552	0.408186	0.333463	0.207577	0.384471	0.456452	0.256355	0.384471	0.191836	0.148305	0.162159	0.351113	0.290319	0.229525
0.290319	0.113363	-0.01365	0.113363	0.221783	0.200986	0.273339	0.069551	-0.074444	0.221783	0.221783	0.069551	0.244797	0.168731	0.168731	0.069551	-0.018072	0.107938	0.332421	0.00000	0.030683	0.157174	-0.067797	0.256355	0.064839	0.148305	0.207577	0.168731	0.472457	0.125097	0.113363	0.11913	0.025739	-0.196031	-0.146212	0.364406	0.113363	0.125097	0.243061	0.055642	0.207577	0.11913	0.162159	0.580508	0.11913	0.191836	0.256355	0.162159	0.290319	0.168731	-0.196031
0.11913	0.207577	0.11913	-0.057765	0.11913	-0.057765	0.11913	-0.146212	0.030683	0.030683	0.030683	0.11913	0.11913	0.11913	0.207577	0.030683	0.030683	0.11913	0.384471	0.030683	0.00000	0.030683	0.148305	0.148305	0.030683	0.256355	0.207577	0.207577	0.256355	0.148305	-0.057765	0.030683	0.11913	-0.057765	-0.057765	0.364406	0.11913	-0.067797	0.148305	0.256355	0.11913	0.296024	0.11913	0.580508	0.11913	0.148305	0.256355	0.030683	0.296024	0.207577	0.11913
0.290319	0.069551	0.168731	-0.018072	0.118671	0.025739	0.273339	-0.061884	0.229525	0.118671	-0.190665	0.069551	-0.018072	-0.01365	0.351113	0.157174	-0.018072	0.047144	0.069551	0.157174	0.030683	0.00000	0.040254	0.040254	-0.076371	-0.067797	0.11913	0.168731	0.148305	0.194552	0.113363	-0.057765	0.069551	0.229525	-0.234659	0.148305	0.113363	0.125097	-0.169751	0.264007	0.030683	0.384471	0.162159	0.256355	0.11913	-0.096429	0.148305	0.088585	0.107938	0.168731	0.107938
0.364406	0.040254	0.040254	-0.175848	0.148305	-0.067797	-0.067797	0.040254	-0.175848	-0.067797	0.148305	0.040254	0.040254	0.256355	0.148305	0.040254	0.040254	-0.175848	0.148305	-0.067797	0.148305	0.040254	0.00000	0.256355	-0.067797	0.040254	0.256355	0.148305	0.364406	-0.283899	0.040254	0.256355	0.148305	0.148305	-0.175848	0.256355	0.040254	0.148305	0.148305	0.148305	0.148305	0.256355	0.256355	0.472457	0.148305	0.148305	-0.067797	0.148305	0.148305	0.256355	0.148305
