"OBJECTID","INPUT_FID","NEAR_FID","DISTANCE"
949,31,17,747.189521
950,31,16,706.148617
951,31,21,658.555458
952,31,22,609.882698
953,31,23,584.917432
954,31,24,516.183554
955,31,26,411.822805
956,31,25,390.304476
957,31,27,442.207917
958,31,28,102.553589
959,31,29,135.878980
960,31,30,217.606836
961,31,32,334.050723
962,32,1,2767.429147
963,32,2,2014.210718
964,32,5,1563.769857
965,32,3,1588.094346
966,32,4,1628.340636
967,32,6,1488.051316
968,32,10,1408.156929
969,32,8,1407.186538
970,32,7,1469.086544
971,32,9,1560.090255
972,32,12,1354.166159
973,32,11,1404.255680
974,32,13,1384.577488
975,32,14,804.069783
976,32,15,1186.453663
977,32,19,697.546274
978,32,20,671.622607
979,32,18,691.307346
980,32,17,724.748996
981,32,16,718.778832
982,32,21,949.042336
983,32,22,591.347676
984,32,23,884.246722
985,32,24,816.646184
986,32,26,287.161320
987,32,25,355.947418
988,32,27,253.856114
989,32,28,404.150769
990,32,29,462.272741
991,32,31,334.050723
992,32,30,548.824283
