0.00000	0.039835	0.09666	0.09666	0.039835	0.039835	0.125072	0.068248	0.125072	0.039835	0.125072	0.09666	-0.102227	0.039835	0.125072	0.125072	0.068248	0.09666	0.153485	0.09666	0.011423	0.21031	0.068248	0.21031	0.09666	0.011423	0.09666	0.181897	0.295547	0.125072	0.175407	-0.045402	0.039835	-0.008795	-0.073814	0.153485	0.153485	0.09666	0.125072	0.039835	0.153485	0.125072	0.09666	0.068248	0.125825	0.113382	0.09666	0.114006	0.125072	0.039835	0.153485	0.068248	0.181897	0.024259	0.153485	0.011423	0.181897	-0.01699	0.059041	0.09666	0.09666	0.09666	0.153485	0.125072	0.125072	0.068248
0.039835	0.00000	0.181897	0.09666	-0.01699	0.068248	-0.01699	0.125072	0.125072	-0.01699	0.153485	0.011423	0.09666	0.153485	0.09666	0.039835	0.181897	-0.073814	0.267134	0.09666	0.068248	0.09666	0.153485	0.125072	-0.045402	-0.045402	0.068248	0.181897	0.238722	0.068248	0.052605	-0.01699	-0.073814	-0.008795	0.011423	0.011423	0.068248	-0.01699	-0.130639	0.011423	0.09666	0.125072	0.039835	0.068248	0.125825	0.151719	0.039835	0.021905	-0.01699	-0.5	0.011423	0.153485	0.153485	0.116776	-0.073814	0.153485	0.125072	0.039835	0.016038	0.068248	0.011423	0.09666	0.011423	-0.130639	0.153485	-0.301114
0.09666	0.181897	0.00000	0.21031	0.068248	0.011423	0.125072	0.068248	0.068248	0.125072	0.039835	-0.102227	-0.01699	0.068248	0.153485	-0.01699	0.09666	0.011423	0.09666	0.125072	-0.01699	0.039835	0.068248	0.09666	0.09666	0.181897	0.039835	0.068248	0.09666	0.011423	0.052605	0.011423	0.011423	-0.162297	0.09666	0.238722	0.09666	0.011423	0.09666	0.068248	0.125072	0.068248	0.068248	0.011423	-0.030632	-0.001627	-0.045402	-0.039496	0.011423	0.181897	0.09666	0.153485	0.068248	0.055098	0.039835	0.039835	0.125072	0.068248	-0.155975	0.09666	-0.01699	-0.102227	0.068248	0.125072	-0.01699	0.21031
0.09666	0.09666	0.21031	0.00000	0.068248	0.181897	0.181897	0.09666	0.125072	0.09666	0.068248	0.125072	0.09666	0.068248	0.238722	0.125072	0.323959	0.09666	0.153485	0.09666	0.21031	0.153485	0.181897	0.068248	0.039835	-0.01699	0.039835	0.238722	0.21031	0.068248	0.052605	0.153485	0.068248	0.114006	0.068248	0.267134	0.153485	0.011423	0.068248	0.125072	0.09666	0.21031	-0.045402	0.181897	0.157116	0.075046	-0.01699	0.052605	0.125072	0.09666	0.181897	0.011423	0.153485	0.055098	0.181897	0.068248	0.181897	0.068248	-0.026965	0.068248	0.068248	0.153485	0.039835	0.125072	0.09666	0.153485
0.039835	-0.01699	0.068248	0.068248	0.00000	0.068248	0.011423	0.068248	0.125072	0.011423	0.039835	-0.01699	0.039835	0.039835	-0.073814	0.039835	0.125072	-0.073814	0.125072	-0.130639	0.039835	0.09666	0.068248	0.09666	0.181897	-0.01699	0.068248	0.039835	0.09666	-0.01699	-0.008795	0.125072	0.011423	0.052605	0.011423	0.181897	-0.01699	-0.01699	0.068248	0.068248	0.153485	0.068248	0.011423	0.039835	0.031951	0.075046	0.011423	0.052605	0.125072	-0.01699	0.039835	0.011423	0.011423	-0.099096	0.039835	-0.073814	0.068248	-0.073814	0.059041	0.068248	0.039835	0.125072	0.068248	0.181897	0.011423	0.011423
0.039835	0.068248	0.011423	0.181897	0.068248	0.00000	0.181897	0.181897	0.21031	0.181897	0.09666	0.011423	0.09666	0.181897	0.267134	0.039835	0.125072	0.068248	0.21031	0.09666	-0.01699	0.153485	0.09666	0.153485	0.068248	0.039835	0.181897	0.039835	0.21031	0.125072	-0.008795	0.068248	-0.073814	0.021905	0.125072	0.09666	0.181897	0.09666	-0.01699	0.039835	0.181897	0.068248	0.068248	0.181897	0.094534	-0.001627	0.068248	0.052605	-0.01699	0.068248	0.068248	0.068248	0.039835	0.085937	0.125072	0.068248	0.153485	0.125072	0.059041	0.09666	0.181897	0.011423	0.153485	0.039835	0.039835	0.068248
0.125072	-0.01699	0.125072	0.181897	0.011423	0.181897	0.00000	0.068248	0.181897	0.011423	0.21031	0.039835	0.153485	0.238722	0.125072	0.125072	0.295547	-0.073814	0.295547	0.153485	0.011423	0.125072	0.125072	0.153485	0.125072	0.09666	0.153485	0.21031	0.181897	0.21031	0.175407	-0.01699	0.039835	0.083306	0.153485	0.181897	0.09666	-0.01699	0.09666	0.09666	0.21031	0.21031	0.181897	0.039835	0.188407	0.190055	-0.01699	0.144706	-0.073814	-0.01699	0.181897	0.238722	0.011423	0.116776	0.039835	0.21031	0.238722	0.09666	0.145048	0.039835	0.068248	0.09666	0.181897	0.068248	0.09666	0.068248
0.068248	0.125072	0.068248	0.09666	0.068248	0.181897	0.068248	0.00000	0.09666	0.125072	0.039835	-0.045402	0.011423	0.09666	0.039835	0.153485	0.068248	0.039835	0.21031	0.039835	0.011423	0.068248	0.068248	0.125072	0.011423	0.181897	-0.102227	0.125072	0.153485	-0.01699	0.021905	0.039835	0.153485	0.052605	0.068248	0.21031	0.125072	-0.045402	0.181897	-0.01699	0.153485	0.09666	0.09666	0.09666	0.125825	0.190055	-0.01699	-0.008795	0.125072	0.125072	0.21031	0.153485	-0.102227	0.055098	0.181897	0.068248	0.153485	-0.01699	0.102044	0.068248	0.125072	0.125072	0.125072	0.153485	-0.102227	0.153485
0.125072	0.125072	0.068248	0.125072	0.125072	0.21031	0.181897	0.09666	0.00000	0.153485	-0.01699	0.125072	0.011423	0.09666	0.181897	0.181897	0.181897	-0.01699	0.09666	0.068248	0.125072	0.068248	0.09666	0.21031	0.153485	0.09666	0.153485	0.267134	0.039835	-0.045402	0.144706	0.068248	0.068248	0.021905	0.09666	0.295547	0.125072	0.125072	0.153485	0.09666	0.153485	0.153485	0.181897	-0.045402	0.25099	0.190055	0.068248	-0.070196	0.125072	0.125072	0.21031	0.181897	0.125072	0.116776	0.068248	0.068248	0.21031	0.125072	0.145048	0.181897	0.068248	0.09666	0.21031	0.125072	0.181897	0.21031
0.039835	-0.01699	0.125072	0.09666	0.011423	0.181897	0.011423	0.125072	0.153485	0.00000	0.125072	-0.01699	0.068248	0.011423	0.125072	0.09666	0.181897	0.039835	-0.01699	0.011423	0.125072	0.09666	0.153485	0.21031	0.068248	-0.045402	-0.045402	0.21031	0.125072	0.181897	0.021905	0.21031	0.039835	0.052605	0.039835	0.153485	0.181897	0.09666	0.068248	0.011423	0.125072	0.267134	0.039835	-0.045402	0.094534	0.228392	0.09666	0.144706	0.181897	-0.01699	0.181897	0.267134	0.125072	0.116776	0.181897	0.068248	0.238722	0.09666	0.102044	0.09666	0.039835	0.125072	0.181897	0.181897	0.125072	0.068248
