0.00000	-0.151078	0.048306	-0.00154	-0.151078	0.197845	0.098153	0.147999	0.048306	0.197845	-0.051386	0.098153	-0.00154	-0.00154	-0.051386	0.175924	-0.013403	-0.00154	0.098153	-0.074228	-0.00154	0.048306	0.347383	-0.00154	-0.00154	0.098153	-0.00154	-0.013403	-0.051386	0.048306	-0.00154	0.048306	0.048306	0.048306	-0.013403	-0.013403	0.048306	0.098153	0.133791	0.048306	0.048306	-0.051386	0.048306	-0.00154	-0.154296	0.048306	0.175924	0.098153	0.048306	-0.051746	-0.013403	-0.00154	0.147999	0.048306	0.147999	-0.101232	0.147999	0.048306	-0.00154	0.098153	0.048306	-0.051386	0.047421	0.175924	-0.00154	0.048306	-0.051386	-0.074228	-0.00154	0.147999	-0.101232	-0.051386	-0.00154	0.098153	-0.051386	-0.151078	-0.00154	0.098153	0.197845	-0.00154	-0.040655	-0.151078	0.098153	-0.101232	0.048306	0.247691	0.048306	-0.00154	-0.051386	0.197845	0.147999	0.048306	0.247691	0.048306	-0.00154	-0.036448	-0.051386	0.048306	0.098153	0.048306	0.098153	0.048306	0.197845	-0.051386	0.098153	-0.051386	0.048306	0.098153
-0.151078	0.00000	0.042812	-0.034732	-0.073505	-0.034732	-0.034732	0.00404	0.081585	0.081585	0.00404	0.00404	0.042812	0.120357	-0.034732	0.062265	-0.014411	0.042812	0.042812	-0.014411	0.00404	0.081585	0.391764	-0.073505	-0.112277	-0.034732	-0.073505	-0.230228	-0.112277	-0.151049	-0.093776	0.041633	-0.073505	-0.034732	0.093498	-0.003846	0.00404	0.131905	-0.03726	0.00404	0.042812	-0.112277	-0.034732	0.081585	0.065572	0.042812	0.062265	0.00404	0.120357	0.41053	0.201407	-0.151049	0.081585	0.081585	0.042812	-0.073505	-0.034732	-0.034732	-0.189822	0.00404	0.00404	0.00404	-0.068365	0.303236	0.120357	0.120357	0.042812	-0.014411	0.086769	0.081585	0.042812	-0.112277	0.120357	0.042812	-0.034732	-0.184048	0.042812	0.159129	0.275446	-0.112277	0.093843	-0.112277	-0.034732	-0.112277	0.159129	0.042812	-0.034732	-0.073505	-0.151049	0.00404	0.120357	-0.034732	0.081585	0.00404	0.120357	0.152518	0.00404	0.042812	0.159129	-0.034732	0.081585	0.081585	0.00404	0.042812	0.00404	0.081585	0.197902	0.081585
0.048306	0.042812	0.00000	0.00404	-0.073505	-0.034732	-0.073505	-0.034732	-0.034732	0.00404	0.00404	0.081585	-0.112277	0.042812	0.00404	-0.098382	0.147453	-0.112277	0.120357	0.201407	0.00404	0.00404	0.081585	0.042812	-0.073505	-0.034732	-0.112277	0.093498	-0.189822	0.197902	0.267313	-0.003503	0.042812	0.120357	-0.068365	-0.003846	0.081585	0.041633	0.32265	-0.073505	-0.034732	0.00404	0.042812	0.00404	-0.03726	0.081585	-0.098382	0.042812	0.00404	-0.158551	-0.068365	-0.034732	-0.189822	-0.073505	0.120357	-0.112277	0.00404	-0.112277	0.00404	0.120357	-0.034732	0.00404	0.039544	-0.098382	-0.228594	0.00404	-0.112277	-0.014411	0.131905	0.197902	-0.073505	0.00404	0.00404	0.042812	-0.073505	0.086769	0.00404	0.236674	0.352991	0.042812	-0.23607	0.120357	0.042812	-0.151049	0.081585	0.042812	0.081585	-0.034732	0.00404	0.159129	0.042812	-0.034732	0.236674	0.081585	0.00404	-0.064988	-0.073505	-0.073505	0.081585	-0.151049	0.042812	0.00404	0.081585	-0.112277	0.042812	-0.112277	-0.112277	0.042812
-0.00154	-0.034732	0.00404	0.00000	0.120357	0.236674	0.081585	0.120357	0.00404	0.120357	0.120357	0.120357	-0.034732	0.081585	0.00404	-0.018059	0.147453	0.00404	0.081585	-0.068365	0.042812	0.042812	0.120357	0.00404	0.042812	-0.073505	-0.112277	-0.014411	0.081585	0.00404	-0.003503	0.222177	-0.151049	0.081585	-0.014411	-0.003846	-0.034732	0.041633	0.065572	0.159129	-0.034732	-0.073505	-0.034732	0.00404	-0.03726	0.042812	-0.098382	0.042812	0.042812	-0.158551	-0.014411	-0.073505	0.00404	0.081585	0.120357	0.081585	0.159129	0.042812	0.120357	0.081585	0.236674	0.081585	0.201407	0.062265	0.081585	0.236674	0.042812	0.039544	0.267313	0.197902	0.00404	0.00404	-0.034732	-0.034732	0.120357	-0.048639	0.197902	0.236674	0.391764	0.042812	-0.104105	0.042812	0.120357	0.00404	0.275446	0.197902	0.081585	0.042812	0.081585	0.236674	0.159129	0.042812	0.159129	0.081585	-0.034732	0.065516	-0.073505	-0.073505	0.197902	-0.034732	-0.034732	-0.112277	0.042812	-0.034732	-0.034732	0.00404	0.042812	0.042812
-0.151078	-0.073505	-0.073505	0.120357	0.00000	0.00404	-0.034732	0.081585	0.159129	0.081585	-0.034732	0.081585	0.00404	0.042812	-0.034732	-0.018059	-0.068365	-0.034732	0.120357	0.147453	-0.112277	0.081585	0.275446	-0.189822	-0.151049	0.042812	-0.034732	-0.068365	-0.112277	0.120357	0.131905	-0.003503	0.081585	0.00404	0.147453	-0.003846	0.042812	0.086769	0.116987	-0.034732	0.042812	-0.034732	0.081585	0.120357	-0.191507	0.120357	0.062265	0.236674	0.081585	-0.044735	-0.014411	-0.112277	0.00404	-0.073505	0.042812	-0.112277	-0.034732	-0.073505	0.042812	0.00404	-0.112277	-0.112277	-0.122319	0.142589	0.042812	-0.189822	-0.034732	-0.176274	-0.138912	0.159129	0.00404	-0.073505	0.081585	0.081585	-0.073505	-0.138912	-0.112277	0.120357	0.275446	0.042812	-0.038123	-0.034732	-0.073505	-0.112277	0.042812	0.081585	-0.073505	-0.112277	-0.073505	0.042812	0.00404	-0.073505	0.197902	0.081585	-0.034732	-0.021487	-0.034732	0.081585	0.120357	-0.151049	0.159129	0.081585	0.042812	-0.034732	0.120357	-0.073505	0.00404	0.081585
0.197845	-0.034732	-0.034732	0.236674	0.00404	0.00000	-0.228594	-0.034732	0.159129	0.120357	-0.034732	0.120357	0.00404	0.159129	0.042812	0.062265	-0.014411	-0.034732	0.120357	0.201407	0.00404	0.081585	0.314219	0.00404	-0.034732	0.042812	0.081585	-0.068365	-0.151049	0.120357	0.222177	-0.048639	0.159129	0.081585	0.147453	0.086364	0.159129	0.086769	0.065572	-0.073505	0.120357	0.00404	0.120357	0.197902	0.116987	0.197902	0.062265	0.042812	0.120357	0.182898	0.039544	0.00404	-0.151049	0.00404	0.197902	-0.073505	0.00404	-0.112277	0.042812	0.081585	-0.034732	0.042812	-0.014411	0.062265	0.159129	0.081585	0.042812	-0.068365	0.177041	0.236674	0.081585	-0.073505	0.236674	0.120357	0.042812	0.131905	0.081585	0.391764	0.352991	0.120357	-0.038123	0.159129	0.042812	0.00404	0.120357	0.042812	0.042812	0.120357	0.120357	-0.073505	0.159129	-0.034732	0.159129	0.120357	0.197902	0.109017	0.120357	0.081585	0.236674	0.00404	0.120357	0.236674	0.042812	0.081585	0.042812	-0.034732	0.159129	0.120357
0.098153	-0.034732	-0.073505	0.081585	-0.034732	-0.228594	0.00000	-0.073505	-0.073505	0.120357	-0.112277	0.081585	-0.034732	0.042812	-0.034732	-0.018059	-0.014411	-0.112277	0.00404	0.201407	-0.112277	-0.073505	0.314219	-0.073505	-0.034732	-0.073505	0.042812	-0.068365	-0.073505	0.081585	0.177041	-0.138912	0.042812	-0.034732	0.093498	0.041259	0.042812	-0.003503	0.014156	-0.073505	0.120357	-0.073505	-0.034732	0.197902	0.065572	0.197902	-0.018059	0.042812	0.081585	-0.044735	0.039544	-0.073505	0.00404	0.00404	0.081585	-0.112277	-0.151049	-0.228594	0.00404	-0.034732	-0.112277	-0.112277	-0.122319	-0.018059	0.00404	0.00404	-0.112277	-0.068365	0.041633	0.120357	-0.073505	-0.151049	0.120357	-0.073505	-0.112277	-0.048639	0.042812	0.352991	0.275446	0.081585	-0.038123	0.081585	-0.112277	-0.112277	-0.073505	0.042812	-0.151049	-0.073505	0.042812	-0.073505	0.081585	-0.034732	0.159129	0.00404	0.081585	0.022015	0.120357	-0.034732	0.081585	-0.073505	0.00404	0.120357	0.042812	0.00404	-0.034732	-0.073505	0.00404	0.00404
0.147999	0.00404	-0.034732	0.120357	0.081585	-0.034732	-0.073505	0.00000	-0.073505	-0.073505	-0.112277	0.00404	0.081585	0.159129	0.00404	-0.018059	0.201407	0.00404	-0.073505	0.039544	-0.034732	0.081585	0.236674	0.159129	-0.073505	0.00404	-0.034732	-0.122319	-0.228594	0.120357	0.086769	0.222177	0.042812	0.081585	-0.014411	0.086364	0.159129	-0.003503	0.219819	0.042812	0.081585	0.00404	0.042812	0.120357	0.116987	0.120357	0.062265	-0.112277	0.159129	0.182898	0.147453	-0.034732	-0.073505	-0.073505	0.159129	-0.034732	0.00404	0.00404	0.042812	0.081585	0.120357	-0.073505	0.147453	0.062265	0.042812	0.159129	-0.034732	-0.014411	0.222177	0.275446	0.042812	-0.073505	0.081585	0.042812	-0.073505	-0.003503	0.159129	0.275446	0.391764	0.042812	-0.104105	0.159129	-0.073505	-0.073505	0.197902	0.197902	0.081585	0.081585	-0.112277	-0.073505	0.275446	0.042812	0.120357	0.081585	0.00404	0.109017	0.042812	0.042812	0.042812	0.042812	0.081585	0.081585	0.159129	0.120357	-0.073505	-0.034732	0.081585	0.081585
0.048306	0.081585	-0.034732	0.00404	0.159129	0.159129	-0.073505	-0.073505	0.00000	0.197902	-0.034732	0.00404	-0.034732	0.081585	0.00404	0.062265	0.255362	-0.073505	-0.151049	0.201407	0.042812	-0.189822	0.236674	0.236674	-0.034732	-0.073505	-0.034732	-0.014411	0.042812	0.159129	0.222177	0.041633	-0.034732	0.042812	-0.176274	0.041259	0.120357	-0.093776	0.271234	-0.112277	-0.073505	-0.034732	-0.034732	0.00404	-0.03726	0.120357	-0.178706	-0.073505	-0.034732	-0.158551	0.039544	0.00404	0.042812	0.042812	0.042812	-0.034732	0.042812	0.00404	0.159129	0.00404	0.120357	0.00404	0.093498	-0.098382	-0.112277	0.042812	-0.112277	-0.068365	-0.003503	0.236674	-0.151049	-0.073505	0.00404	-0.034732	-0.073505	-0.048639	0.197902	0.314219	0.391764	0.042812	-0.038123	0.197902	0.042812	-0.073505	0.042812	0.159129	0.081585	0.00404	-0.034732	0.197902	0.197902	0.042812	0.197902	0.00404	0.00404	-0.064988	0.00404	-0.073505	0.00404	0.00404	0.00404	0.081585	0.120357	-0.034732	0.042812	-0.073505	-0.034732	-0.034732
0.197845	0.081585	0.00404	0.120357	0.081585	0.120357	0.120357	-0.073505	0.197902	0.00000	0.081585	0.00404	0.159129	0.352991	0.120357	-0.018059	0.255362	0.275446	0.081585	0.039544	0.081585	0.236674	0.314219	0.081585	0.042812	0.042812	0.00404	0.147453	-0.073505	0.120357	0.131905	0.402722	0.042812	0.159129	0.255362	0.176574	0.236674	0.312449	0.219819	0.236674	0.159129	0.159129	0.120357	0.236674	0.168403	0.081585	0.303236	0.197902	0.236674	0.638163	0.309316	0.081585	0.00404	-0.034732	0.275446	0.159129	0.314219	0.081585	-0.034732	0.236674	0.197902	0.00404	0.309316	0.222912	0.275446	0.236674	0.197902	0.255362	0.357586	0.314219	0.159129	0.00404	0.197902	0.159129	0.236674	0.177041	0.275446	0.352991	0.430536	-0.034732	0.225808	0.159129	0.081585	0.00404	0.314219	0.236674	0.275446	0.197902	0.042812	0.042812	0.314219	0.081585	0.275446	0.120357	0.081585	0.283022	0.00404	0.159129	0.197902	0.042812	0.236674	0.197902	0.159129	0.120357	-0.151049	0.236674	0.197902	0.275446
